state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
AZ,04,01080,Beaver Creek Elementary District,770,159,20.65
AZ,04,00212,Benson Unified School District,"1,187",260,21.90
AZ,04,01160,Bicentennial Union High School District,161,45,27.95
AZ,04,01180,Bisbee Unified District,654,222,33.94
AZ,04,01230,Blue Elementary District,1,0,0.00
AZ,04,06580,Blue Ridge Unified District,"2,059",513,24.92
AZ,04,01260,Bonita Elementary District,46,8,17.39
AZ,04,01290,Bouse Elementary District,40,11,27.50
AZ,04,01330,Bowie Unified District,112,20,17.86
AZ,04,01380,Buckeye Elementary District,"7,990","1,129",14.13
AZ,04,01410,Buckeye Union High School District,"5,882",598,10.17
AZ,04,01500,Bullhead City School District,"3,308","1,200",36.28
AZ,04,01600,Camp Verde Unified District,"1,993",444,22.28
AZ,04,01650,Canon Elementary District,298,85,28.52
AZ,04,01680,Cartwright Elementary District,"20,403","5,310",26.03
AZ,04,01710,Casa Grande Elementary District,"8,962","1,528",17.05
AZ,04,01740,Casa Grande Union High School District,"5,137",756,14.72
AZ,04,01760,Catalina Foothills Unified District,"4,109",278,6.77
AZ,04,00001,Cave Creek Unified District,"7,237",543,7.50
AZ,04,01810,Cedar Unified District,"1,346",521,38.71
AZ,04,01870,Chandler Unified District,"52,583","3,887",7.39
AZ,04,01920,Chevelon Butte School District,27,5,18.52
AZ,04,01940,Chinle Unified District,"4,329","1,474",34.05
AZ,04,00003,Chino Valley Unified District,"3,638",621,17.07
AZ,04,00004,Clarkdale-Jerome Elementary District,348,61,17.53
AZ,04,02130,Cochise Elementary District,26,3,11.54
AZ,04,00021,Colorado City Unified District,"1,425",574,40.28
AZ,04,00082,Colorado River Union High School District,"2,706",718,26.53
AZ,04,02190,Concho Elementary District,313,130,41.53
AZ,04,02220,Congress Elementary District,141,26,18.44
AZ,04,02250,Continental Elementary District,"1,135",153,13.48
AZ,04,02320,Coolidge Unified District,"4,173",794,19.03
AZ,04,02370,Cottonwood-Oak Creek Elementary District,"2,873",524,18.24
AZ,04,02400,Crane Elementary District,"6,562","1,583",24.12
AZ,04,02430,Creighton Elementary District,"7,587","1,786",23.54
AZ,04,02460,Crown King Elementary District,2,1,50.00
AZ,04,07750,Deer Valley Unified District,"47,748","4,154",8.70
AZ,04,02490,Double Adobe Elementary District,45,13,28.89
AZ,04,02530,Douglas Unified District,"4,237","1,623",38.31
AZ,04,02600,Duncan Unified District,454,82,18.06
AZ,04,02690,Dysart Unified District,"35,640","4,067",11.41
AZ,04,02710,Eagle Elementary District,7,0,0.00
AZ,04,02760,Elfrida Elementary District,89,28,31.46
AZ,04,02790,Eloy Elementary District,902,260,28.82
AZ,04,02820,Empire Elementary District,67,18,26.87
AZ,04,02860,Flagstaff Unified District,"14,018","1,641",11.71
AZ,04,02920,Florence Unified School District,"19,279","2,115",10.97
AZ,04,03010,Flowing Wells Unified District,"5,160","1,426",27.64
AZ,04,03150,Fort Huachuca Accommodation District,804,48,5.97
AZ,04,03200,Fort Thomas Unified District,602,146,24.25
AZ,04,03040,Fountain Hills Unified District,"1,981",164,8.28
AZ,04,03060,Fowler Elementary District,"5,871","1,225",20.87
AZ,04,03080,Fredonia-Moccasin Unified District,455,157,34.51
AZ,04,03240,Gadsden Elementary District,"3,986","1,211",30.38
AZ,04,03290,Ganado Unified District,"1,300",421,32.38
AZ,04,03310,Gila Bend Unified District,567,218,38.45
AZ,04,03400,Gilbert Unified District,"43,498","2,830",6.51
AZ,04,03420,Glendale Elementary District,"16,123","4,131",25.62
AZ,04,03450,Glendale Union High School District,"20,499","3,774",18.41
AZ,04,03500,Globe Unified District,"1,626",280,17.22
AZ,04,03550,Grand Canyon Unified District,209,54,25.84
AZ,04,03660,Hackberry School District,75,21,28.00
AZ,04,03730,Hayden-Winkelman Unified District,170,58,34.12
AZ,04,00026,Heber-Overgaard Unified District,485,167,34.43
AZ,04,03780,Higley Unified District,"20,540","1,109",5.40
AZ,04,08460,Hillside Elementary District,17,1,5.88
AZ,04,03820,Holbrook Unified District,"1,985",648,32.64
AZ,04,03870,Humboldt Unified District,"8,946","1,339",14.97
AZ,04,03900,Hyder Elementary District,36,11,30.56
AZ,04,03950,Indian Oasis-Baboquivari Unified District,"1,447",446,30.82
AZ,04,03960,Isaac Elementary District,"7,010","2,140",30.53
AZ,04,03990,J. O. Combs Unified School District,"9,878",751,7.60
AZ,04,04010,Joseph City Unified District,387,112,28.94
AZ,04,04060,Kayenta Unified District,"2,435",949,38.97
AZ,04,00295,Kingman Unified School District,"9,495","2,463",25.94
AZ,04,04170,Kirkland Elementary District,123,28,22.76
AZ,04,04200,Klondyke Elementary District,12,5,41.67
AZ,04,04230,Kyrene Elementary District,"17,388","1,422",8.18
AZ,04,04280,Lake Havasu Unified District,"6,702","1,319",19.68
AZ,04,04290,Laveen Elementary District,"8,922","1,497",16.78
AZ,04,04320,Liberty Elementary District,"5,821",600,10.31
AZ,04,04380,Litchfield Elementary District,"14,093","1,235",8.76
AZ,04,04410,Littlefield Unified District,360,129,35.83
AZ,04,04440,Littleton Elementary District,"8,684","1,245",14.34
AZ,04,04500,Madison Elementary District,"5,252",625,11.90
AZ,04,04530,Maine Consolidated School District,186,43,23.12
AZ,04,04570,Mammoth-San Manuel Unified District,753,170,22.58
AZ,04,04630,Marana Unified District,"18,088","1,946",10.76
AZ,04,04720,Maricopa Unified School District,"12,707","1,390",10.94
AZ,04,04820,Mayer Unified District,721,161,22.33
AZ,04,04860,McNary Elementary District,162,59,36.42
AZ,04,04920,McNeal Elementary District,85,11,12.94
AZ,04,04970,Mesa Unified District,"81,485","12,683",15.56
AZ,04,05030,Miami Unified District,"1,203",293,24.36
AZ,04,05070,Mingus Union High School District,"1,450",215,14.83
AZ,04,05100,Mobile Elementary District,5,1,20.00
AZ,04,05190,Mohave Valley Elementary District,"2,100",559,26.62
AZ,04,05220,Mohawk Valley Elementary District,97,24,24.74
AZ,04,05320,Morenci Unified District,"1,443",113,7.83
AZ,04,05340,Morristown Elementary District,190,45,23.68
AZ,04,05400,Murphy Elementary District,"1,747",592,33.89
AZ,04,05430,Naco Elementary District,283,69,24.38
AZ,04,05460,Nadaburg Unified School District,"1,720",261,15.17
AZ,04,05530,Nogales Unified District,"4,351","1,543",35.46
AZ,04,05640,Oracle Elementary District,847,117,13.81
AZ,04,05670,Osborn Elementary District,"3,467",825,23.80
AZ,04,05730,Owens-Whitney Elementary District,67,35,52.24
AZ,04,05820,Page Unified District,"2,720",687,25.26
AZ,04,05850,Palo Verde Elementary District,469,68,14.50
AZ,04,08430,Paloma School District,58,23,39.66
AZ,04,05880,Palominas Elementary District,"1,438",283,19.68
AZ,04,05930,Paradise Valley Unified District,"41,194","4,262",10.35
AZ,04,05980,Parker Unified School District,"1,488",424,28.49
AZ,04,06000,Patagonia Elementary District,95,17,17.89
AZ,04,06030,Patagonia Union High School District,108,19,17.59
AZ,04,06070,Payson Unified District,"2,709",606,22.37
AZ,04,06120,Peach Springs Unified District,333,116,34.83
AZ,04,06150,Pearce Elementary District,119,38,31.93
AZ,04,06210,Pendergast Elementary District,"11,387","2,048",17.99
AZ,04,06250,Peoria Unified School District,"44,277","4,842",10.94
AZ,04,06300,Phoenix Elementary District,"5,613","1,668",29.72
AZ,04,06330,Phoenix Union High School District,"40,797","8,180",20.05
AZ,04,06360,Picacho Elementary District,110,23,20.91
AZ,04,06440,Pima Unified District,"1,002",218,21.76
AZ,04,06510,Pine Strawberry Elementary District,213,46,21.60
AZ,04,00023,Pinon Unified District,"1,469",611,41.59
AZ,04,06630,Pomerene Elementary District,132,44,33.33
AZ,04,06730,Prescott Unified District,"5,650",648,11.47
AZ,04,06780,Quartzsite Elementary District,130,44,33.85
AZ,04,06810,Queen Creek Unified District,"15,241",753,4.94
AZ,04,06850,Ray Unified District,539,113,20.96
AZ,04,06870,Red Mesa Unified District,"1,440",506,35.14
AZ,04,06900,Red Rock Elementary District,581,58,9.98
AZ,04,06930,Redington Elementary District,19,4,21.05
AZ,04,07020,Riverside Elementary District,"1,370",282,20.58
AZ,04,07080,Roosevelt Elementary District,"17,425","3,972",22.79
AZ,04,07130,Round Valley Unified District,"1,449",295,20.36
AZ,04,07200,Sacaton Elementary District,"1,380",290,21.01
AZ,04,07170,Saddle Mountain Unified School District,"3,255",423,13.00
AZ,04,07240,Safford Unified District,"3,281",770,23.47
AZ,04,07300,Sahuarita Unified District,"6,811",812,11.92
AZ,04,00005,Salome Consolidated Elementary District,78,24,30.77
AZ,04,06960,San Carlos Unified District,"2,131",654,30.69
AZ,04,07380,San Fernando Elementary District,6,5,83.33
AZ,04,07430,San Simon Unified District,75,23,30.67
AZ,04,06740,Sanders Unified District,982,320,32.59
AZ,04,07500,Santa Cruz Elementary District,371,71,19.14
AZ,04,07520,Santa Cruz Valley Unified District,"4,367",903,20.68
AZ,04,07530,Santa Cruz Valley Union High School District,637,110,17.27
AZ,04,07570,Scottsdale Unified District,"29,888","2,052",6.87
AZ,04,09733,Sedona-Oak Creek Joint Unified District,"1,015",184,18.13
AZ,04,07630,Seligman Unified District,123,41,33.33
AZ,04,07680,Sentinel Elementary District,24,7,29.17
AZ,04,07700,Show Low Unified District,"2,837",738,26.01
AZ,04,01460,Sierra Vista Unified District,"7,699","1,456",18.91
AZ,04,07770,Skull Valley Elementary District,59,16,27.12
AZ,04,07820,Snowflake Unified District,"2,975",669,22.49
AZ,04,07860,Solomon Elementary District,358,91,25.42
AZ,04,07890,Somerton Elementary District,"3,859","1,115",28.89
AZ,04,07920,Sonoita Elementary District,111,18,16.22
AZ,04,08020,St. David Unified District,562,117,20.82
AZ,04,08080,St. Johns Unified District,900,197,21.89
AZ,04,08130,Stanfield Elementary District,532,96,18.05
AZ,04,08170,Sunnyside Unified District,"17,729","5,154",29.07
AZ,04,08230,Superior Unified School District,417,84,20.14
AZ,04,08280,Tanque Verde Unified District,"1,692",115,6.80
AZ,04,08310,Tempe School District,"12,623","2,624",20.79
AZ,04,08340,Tempe Union High School District,"14,835","1,579",10.64
AZ,04,08410,Thatcher Unified District,"1,740",343,19.71
AZ,04,08490,Tolleson Elementary District,"2,794",620,22.19
AZ,04,08520,Tolleson Union High School District,"13,504","1,914",14.17
AZ,04,08550,Toltec Elementary District,"1,594",392,24.59
AZ,04,08600,Tombstone Unified District,866,302,34.87
AZ,04,05760,Tonto Basin Elementary District,105,39,37.14
AZ,04,08640,Topock Elementary District,140,59,42.14
AZ,04,08680,Tuba City Unified District,"3,193",952,29.82
AZ,04,08800,Tucson Unified District,"68,796","15,583",22.65
AZ,04,08820,Union Elementary District,"3,421",550,16.08
AZ,04,08850,Vail Unified District,"14,580",953,6.54
AZ,04,08880,Valentine Elementary District,31,7,22.58
AZ,04,08910,Valley Union High School District,150,35,23.33
AZ,04,00022,Vernon Elementary District,208,68,32.69
AZ,04,09030,Walnut Grove Elementary District,6,1,16.67
AZ,04,09060,Washington Elementary District,"29,643","6,362",21.46
AZ,04,09090,Wellton Elementary District,233,60,25.75
AZ,04,09120,Wenden Elementary District,49,24,48.98
AZ,04,09160,Whiteriver Unified District,"3,455","1,284",37.16
AZ,04,09190,Wickenburg Unified District,"1,480",213,14.39
AZ,04,09250,Willcox Unified District,"1,285",296,23.04
AZ,04,09310,Williams Unified District,914,214,23.41
AZ,04,09360,Williamson Valley Elementary School District,60,16,26.67
AZ,04,09390,Wilson Elementary District,579,204,35.23
AZ,04,09430,Window Rock Unified District,"2,198",693,31.53
AZ,04,09460,Winslow Unified District,"2,125",675,31.76
AZ,04,09510,Yarnell Elementary District,78,26,33.33
AZ,04,09540,Young Elementary School District,81,22,27.16
AZ,04,09570,Yucca Elementary District,71,45,63.38
AZ,04,09600,Yuma Elementary District,"10,630","2,750",25.87
AZ,04,09630,Yuma Union High School District,"12,059","2,523",20.92
AR,05,02250,Alma School District,"3,035",574,18.91
AR,05,02280,Alpena School District,512,113,22.07
AR,05,02430,Arkadelphia School District,"2,019",415,20.55
AR,05,02550,Armorel School District,300,32,10.67
AR,05,02580,Ashdown School District,"1,427",326,22.85
AR,05,02610,Atkins Public Schools,"1,171",280,23.91
AR,05,02670,Augusta School District,429,161,37.53
AR,05,02700,Bald Knob School District,"1,187",262,22.07
AR,05,02730,Barton-Lexa School District,424,124,29.25
AR,05,00019,Batesville School District,"3,609",727,20.14
AR,05,02790,Bauxite School District,"1,326",135,10.18
AR,05,02820,Bay School District,574,119,20.73
AR,05,00032,Bearden School District,524,129,24.62
AR,05,02880,Beebe School District,"3,527",598,16.95
AR,05,02960,Benton School District,"5,964",671,11.25
AR,05,03060,Bentonville Public Schools,"22,489","1,264",5.62
AR,05,03090,Bergman School District,988,140,14.17
AR,05,03150,Berryville Public Schools,"2,081",468,22.49
AR,05,03240,Bismarck Public Schools,"1,061",250,23.56
AR,05,03300,Blevins School District,545,152,27.89
AR,05,03320,Blytheville School District,"2,707",971,35.87
AR,05,03450,Booneville School District,"1,219",295,24.20
AR,05,03480,Bradford School District,489,105,21.47
AR,05,03630,Brinkley School District,590,217,36.78
AR,05,03640,Brookland School District,"2,664",320,12.01
AR,05,03690,Bryant Public Schools,"10,725","1,091",10.17
AR,05,03710,Buffalo Island Central School District,825,196,23.76
AR,05,03750,Cabot Public Schools,"10,937","1,224",11.19
AR,05,03770,Caddo Hills School District,540,162,30.00
AR,05,03840,Calico Rock School District,374,97,25.94
AR,05,06060,Camden Fairview School District,"2,733",790,28.91
AR,05,03960,Carlisle School District,641,118,18.41
AR,05,04050,Cave City School District,"1,442",321,22.26
AR,05,00070,Cedar Ridge School District,"1,010",242,23.96
AR,05,04080,Cedarville School District,799,165,20.65
AR,05,06690,Centerpoint School District,983,228,23.19
AR,05,04200,Charleston School District,891,122,13.69
